iter	MultiClass
689	0.5205621618
690	0.5204691044
691	0.5203925447
692	0.5203238361
693	0.5202471059
694	0.5201329711
695	0.5199812476
696	0.519866962
697	0.5198076272
698	0.5196624241
699	0.5195469508
700	0.519447759
701	0.5192954991
702	0.5191556529
703	0.5189520825
704	0.5188542327
705	0.5186954157
706	0.5185970533
707	0.518396202
708	0.5181702829
709	0.5180004992
710	0.5179099513
711	0.5177985715
712	0.5176445459
713	0.5175529198
714	0.517434117
715	0.5172621386
716	0.5171444016
717	0.5169944016
718	0.5168449407
719	0.5167720671
720	0.5166369067
721	0.5165643244
722	0.5164315013
723	0.516339464
724	0.5162374392
725	0.5161812188
726	0.5160434848
727	0.5159231563
728	0.5158234125
729	0.5155649475
730	0.5152857039
731	0.5151804504
732	0.5151398069
733	0.5150583334
734	0.5150017606
735	0.5149195329
736	0.5148170472
737	0.5146613617
738	0.5145905121
739	0.514528386
740	0.5144308174
741	0.5142460572
742	0.5141076474
743	0.513991727
744	0.5138490987
745	0.5137649297
746	0.5135842153
747	0.5134311451
748	0.513274565
749	0.51316703
750	0.5130577193
751	0.5129284997
752	0.5128079688
753	0.5126471818
754	0.5125072948
755	0.5124386003
756	0.5122892419
757	0.5121817516
758	0.5120664338
759	0.5119194045
760	0.5118163418
761	0.5115728717
762	0.5114485318
763	0.5112875186
764	0.5111789262
765	0.5110047841
766	0.5108794871
767	0.5107490828
768	0.5105538189
769	0.5104774012
770	0.5103986243
771	0.5101741838
772	0.510048731
773	0.5100056919
774	0.5099369042
775	0.5098211424
776	0.5096976612
777	0.5096304713
778	0.5095181936
779	0.5093991769
780	0.5092581337
781	0.5090036517
782	0.508878959
783	0.5088203204
784	0.5087418296
785	0.5086616685
786	0.5084633629
787	0.5083850967
788	0.5083344181
789	0.5082183356
790	0.5081604884
791	0.5080376721
792	0.5079042016
793	0.5077941131
794	0.5076817918
795	0.5076101601
796	0.5075112604
797	0.5074340835
798	0.5073444351
799	0.5072744326
800	0.5071626285
801	0.507090235
802	0.5069711395
803	0.5068321202
804	0.5067679899
805	0.5066928142
806	0.5065131865
807	0.5064634697
808	0.5063683683
809	0.5062637624
810	0.5062022855
811	0.5060302876
812	0.5058154049
813	0.5056881296
814	0.5054665296
815	0.5053906151
816	0.5053069145
817	0.5051059702
818	0.5048916286
819	0.5047839738
820	0.5045666206
821	0.5043751849
822	0.5042648676
823	0.5041168
824	0.5040600669
825	0.5038636722
826	0.5037215876
827	0.5036452898
828	0.5035213883
829	0.503328386
830	0.5032411152
831	0.5031624249
832	0.5030504489
833	0.5028944595
834	0.5027904786
835	0.5026143105
836	0.502437879
837	0.5022145727
838	0.502084533
839	0.5019769404
840	0.5019009845
841	0.5017922444
842	0.5016811412
843	0.501521748
844	0.5014406041
845	0.5012959217
846	0.5011983373
847	0.5010770993
848	0.5007247368
849	0.500543884
850	0.5004246448
851	0.5002403209
852	0.500109933
853	0.4999237762
854	0.499811307
855	0.4997461913
856	0.4996932166
857	0.4996434479
858	0.4994599136
859	0.499343679
860	0.4992176099
861	0.4990863689
862	0.4989983808
863	0.498822545
864	0.4987682295
865	0.4986911938
866	0.4985385644
867	0.4984431811
868	0.4983913309
869	0.4982979289
870	0.4981445772
871	0.4980341361
872	0.4979173909
873	0.4978192395
874	0.4975922278
875	0.4974547891
876	0.497233356
877	0.4971494389
878	0.4970348233
879	0.4969854674
880	0.4968881924
881	0.4967649022
882	0.4965355467
883	0.4964206108
884	0.4962599277
885	0.4961859071
886	0.4961155971
887	0.4960032833
888	0.4958194256
889	0.4957387683
890	0.4955748812
891	0.4954453813
892	0.4953411218
893	0.4951825579
894	0.495075497
895	0.4949995974
896	0.4948020746
897	0.4946913735
898	0.4946354819
899	0.4945815006
900	0.4944965369
901	0.4944036896
902	0.4943244708
903	0.4942338853
904	0.4941470615
905	0.4940083788
906	0.4938895339
907	0.4937685428
908	0.4936576436
909	0.4934848339
910	0.4934317568
911	0.4933191598
912	0.4932070142
913	0.4931219028
914	0.4929156865
915	0.492791907
916	0.4927092715
917	0.4926071178
918	0.4924446721
919	0.4923992791
920	0.4923007945
921	0.4922211088
922	0.4920311303
923	0.4919620072
924	0.4919059666
925	0.4917590373
926	0.4916722641
927	0.4916024552
928	0.4915570648
929	0.4914115229
930	0.4912648276
931	0.4912329418
932	0.4911784655
933	0.4910816768
934	0.4909049789
935	0.490823681
936	0.4906942185
937	0.4905930918
938	0.4904047701
939	0.4902397463
940	0.4901307929
941	0.4900595474
942	0.4899747347
943	0.4898789415
944	0.4897278758
945	0.4896206779
946	0.4894482117
947	0.4892181106
948	0.4891290992
949	0.4890675315
950	0.4889827255
951	0.4888569804
952	0.4887658973
953	0.4887034097
954	0.4885672186
955	0.488458466
956	0.4883221956
957	0.4882665044
958	0.4881592991
959	0.4880282682
960	0.4879156954
961	0.487761892
962	0.4876729599
963	0.487453858
964	0.487311347
965	0.4872148182
966	0.4871498239
967	0.4870544552
968	0.4869673821
969	0.4868366933
970	0.4867147088
971	0.4866001619
972	0.4864660875
973	0.4864013105
974	0.4862815431
975	0.486177259
976	0.4860316359
977	0.4859397053
978	0.48586911
979	0.4857782919
980	0.4856644412
981	0.485557342
982	0.4854748107
983	0.4853900113
984	0.4852448839
985	0.4850814352
986	0.4849541084
987	0.4848273916
988	0.4847196837
989	0.4846575428
990	0.4845554053
991	0.4844878226
992	0.484408524
993	0.4843302818
994	0.4842106027
995	0.4841459265
996	0.4839283876
997	0.4838346541
998	0.4837430124
999	0.4836630398
